benchmark_id,model_name,model_family,model_size,active_size,model_type,score,metric_name,setup,num_shot_sample,language,source_url,year_evaluated,notes,evaluation_id,source_name,source_type,source_organization,model_developer,model_id,hf_repo,hf_split,samples_number,metric_lower_is_better,metric_score_type,metric_min_score,metric_max_score,reasoning_enabled,inference_platform,inference_engine,generation_temperature,generation_max_tokens,generation_top_p,benchmark_name,metric_score,metric,score_type,date_recorded
arc_agi_2,Kimi K2.5,Moonshot,,,open,12.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Moonshot AI,Kimi K2.5,,,,False,continuous,0.0,100.0,,,,,,,,,,,
math,Kimi K2.5,Moonshot,,,open,98.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Moonshot AI,Kimi K2.5,,,,False,continuous,0.0,100.0,,,,,,,,,,,
livecodebench,Kimi K2.5,Moonshot,,,open,85.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Moonshot AI,Kimi K2.5,,,,False,continuous,0.0,100.0,,,,,,,,,,,
gpqa_diamond,GPT-4,GPT-4,,,closed,41.4,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,Claude-3.5-Sonnet,Claude 3.5,,,closed,65.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,claude-3.5-sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,Claude-3.5-Sonnet,Claude 3.5,,,closed,3.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,claude-3.5-sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,Claude-3.5-Sonnet,Claude 3.5,,,closed,49.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,claude-3.5-sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
mmmlu,Claude-3.5-Sonnet,Claude 3.5,,,closed,82.1,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,claude-3.5-sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
bfcl,Claude-3.5-Sonnet,Claude 3.5,,,closed,56.46,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,claude-3.5-sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
math,Claude-3.5-Sonnet,Claude 3.5,,,closed,78.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,claude-3.5-sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,GPT-4o,GPT-4o,,,closed,56.1,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4o,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,GPT-4o,GPT-4o,,,closed,13.33,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4o,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,GPT-4o,GPT-4o,,,closed,31.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4o,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
bfcl,GPT-4o,GPT-4o,,,closed,72.08,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4o,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
math,GPT-4o,GPT-4o,,,closed,60.3,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4o,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
mmmlu,GPT-4o-mini,GPT-4o,,,closed,62.63,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4o mini,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
bfcl,GPT-4o-mini,GPT-4o,,,closed,64.1,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4o mini,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
math,GPT-4o-mini,GPT-4o,,,closed,70.2,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4o mini,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,Claude 3.5 Haiku,Claude 3.5,,,closed,40.6,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 3.5 Haiku,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
bfcl,Claude 3.5 Haiku,Claude 3.5,,,closed,54.31,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 3.5 Haiku,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
math,Claude 3.5 Haiku,Claude 3.5,,,closed,69.4,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 3.5 Haiku,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
math,Nova Pro,Nova,,,closed,76.6,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,,Nova Pro,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,Gemini 2.0 Flash,Gemini 2.0,,,closed,62.1,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.0 Flash,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,Gemini 2.0 Flash,Gemini 2.0,,,closed,51.8,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.0 Flash,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
bfcl,Gemini 2.0 Flash,Gemini 2.0,,,closed,60.42,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.0 Flash,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
math,Gemini 2.0 Flash,Gemini 2.0,,,closed,89.7,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.0 Flash,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,DeepSeek-R1,DeepSeek-R1,671.0,37.0,open,71.5,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,DeepSeek,DeepSeek-R1,,,,False,continuous,0.0,100.0,,,,,,,,,,,
aime_2025,DeepSeek-R1,DeepSeek-R1,671.0,37.0,open,74.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,DeepSeek,DeepSeek-R1,,,,False,continuous,0.0,100.0,,,,,,,,,,,
swe_bench,DeepSeek-R1,DeepSeek-R1,671.0,37.0,open,49.2,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,DeepSeek,DeepSeek-R1,,,,False,continuous,0.0,100.0,,,,,,,,,,,
humanitys_last_exam,DeepSeek-R1,DeepSeek-R1,671.0,37.0,open,8.6,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,DeepSeek,DeepSeek-R1,,,,False,continuous,0.0,100.0,,,,,,,,,,,
bfcl,DeepSeek-R1,DeepSeek-R1,671.0,37.0,open,57.53,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,DeepSeek,DeepSeek-R1,,,,False,continuous,0.0,100.0,,,,,,,,,,,
math,DeepSeek-R1,DeepSeek-R1,671.0,37.0,open,97.3,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,DeepSeek,DeepSeek-R1,,,,False,continuous,0.0,100.0,,,,,,,,,,,
livecodebench,DeepSeek-R1,DeepSeek-R1,671.0,37.0,open,64.3,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,DeepSeek,DeepSeek-R1,,,,False,continuous,0.0,100.0,,,,,,,,,,,
gpqa_diamond,GPT-4.5,GPT-4.5,,,closed,71.4,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,GPT-4.5,GPT-4.5,,,closed,38.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
bfcl,GPT-4.5,GPT-4.5,,,closed,69.94,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,Claude 3.7 Sonnet,Claude 3,,,closed,68.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 3.7 Sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,Claude 3.7 Sonnet,Claude 3,,,closed,62.3,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 3.7 Sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
bfcl,Claude 3.7 Sonnet,Claude 3,,,closed,58.3,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 3.7 Sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
math,Claude 3.7 Sonnet,Claude 3,,,closed,82.2,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 3.7 Sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,Gemini 2.5 Pro,Gemini 2.0,,,closed,88.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.5 Pro,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
humanitys_last_exam,Gemini 2.5 Pro,Gemini 2.0,,,closed,21.6,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.5 Pro,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
mmmlu,Gemini 2.5 Pro,Gemini 2.0,,,closed,89.2,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.5 Pro,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
livecodebench,Gemini 2.5 Pro,Gemini 2.0,,,closed,69.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.5 Pro,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
mmmlu,Llama 4 Maverick,Llama,,,open,84.6,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Meta,Llama 4 Maverick,,,,False,continuous,0.0,100.0,,,,,,,,,,,
livecodebench,Llama 4 Maverick,Llama,,,open,41.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Meta,Llama 4 Maverick,,,,False,continuous,0.0,100.0,,,,,,,,,,,
swe_bench,GPT-4.1,GPT-4,,,closed,55.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4.1,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
livecodebench,GPT-4.1,GPT-4,,,closed,52.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4.1,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,GPT-4.1 mini,GPT-4,,,closed,23.6,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-4.1 mini,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,Gemini-2.5-Flash,Gemini 2.0,,,closed,78.3,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.5 Flash,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,Gemini-2.5-Flash,Gemini 2.0,,,closed,78.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.5 Flash,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
humanitys_last_exam,Gemini-2.5-Flash,Gemini 2.0,,,closed,12.1,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.5 Flash,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
livecodebench,Gemini-2.5-Flash,Gemini 2.0,,,closed,63.5,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 2.5 Flash,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,Claude Sonnet 4,Claude 4,,,closed,75.4,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 4 Sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,Claude Sonnet 4,Claude 4,,,closed,70.5,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 4 Sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
mmmlu,Claude Sonnet 4,Claude 4,,,closed,86.5,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude 4 Sonnet,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,Grok 4,Grok,,,closed,91.7,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,xAI,Grok 4,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,Grok 4,Grok,,,closed,75.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,xAI,Grok 4,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
humanitys_last_exam,Grok 4,Grok,,,closed,25.4,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,xAI,Grok 4,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
arc_agi_2,Grok 4,Grok,,,closed,16.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,xAI,Grok 4,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
livecodebench,Grok 4,Grok,,,closed,79.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,xAI,Grok 4,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,Claude Opus 4.1,Claude,,,closed,80.9,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Opus 4.1,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,Claude Opus 4.1,Claude,,,closed,78.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Opus 4.1,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,Claude Opus 4.1,Claude,,,closed,74.5,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Opus 4.1,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
arc_agi_2,Claude Opus 4.1,Claude,,,closed,9.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Opus 4.1,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,GPT-5,GPT-3.5,,,closed,87.3,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,GPT-5,GPT-3.5,,,closed,91.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
humanitys_last_exam,GPT-5,GPT-3.5,,,closed,35.2,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
arc_agi_2,GPT-5,GPT-3.5,,,closed,18.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,OpenAI,GPT-5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,Claude Haiku 4.5,Claude,,,closed,73.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Haiku 4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,Claude Haiku 4.5,Claude,,,closed,96.3,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Haiku 4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
swe_bench,Claude Haiku 4.5,Claude,,,closed,73.3,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Haiku 4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,Kimi K2,Moonshot,,,open,99.1,accuracy,Thinking,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Moonshot AI,,,,,False,continuous,0.0,100.0,,,,,,,,,,,
swe_bench,Kimi K2,Moonshot,,,open,71.3,accuracy,Thinking,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Moonshot AI,,,,,False,continuous,0.0,100.0,,,,,,,,,,,
livecodebench,Kimi K2,Moonshot,,,open,83.1,accuracy,Thinking,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Moonshot AI,,,,,False,continuous,0.0,100.0,,,,,,,,,,,
swe_bench,Gemini 3 Pro,Gemini 3,,,closed,76.2,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 3 Pro,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
arc_agi_2,Gemini 3 Pro,Gemini 3,,,closed,31.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 3 Pro,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
livecodebench,Gemini 3 Pro,Gemini 3,,,closed,79.7,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Google,Gemini 3 Pro,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,Claude Sonnet 4.5,Claude,,,closed,83.4,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Sonnet 4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
aime_2025,Claude Sonnet 4.5,Claude,,,closed,87.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Sonnet 4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
gpqa_diamond,Claude Opus 4.5,Claude,,,closed,87.0,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Opus 4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
arc_agi_2,Claude Opus 4.5,Claude,,,closed,37.6,accuracy,,,,https://vellum.ai/llm-leaderboard,,,,Vellum Leaderboard,aggregator,Vellum AI,Anthropic,Claude Opus 4.5,,,,False,continuous,0.0,100.0,,api,api (unspecified),,,,,,,,
opencompass,ERNIE 5.0,Ernie,,,closed,65.0,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/baidu/ernie-5.0/average_score/cc0d49d7,OpenCompass Leaderboard,leaderboard,OpenCompass,Baidu,baidu/ernie-5.0,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,False,api,api (unspecified),,,,,,,,
opencompass,ERNIE 5.0,Ernie,,,closed,83.6,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/baidu/ernie-5.0/language/b6a00be1,OpenCompass Leaderboard,leaderboard,OpenCompass,Baidu,baidu/ernie-5.0,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,False,api,api (unspecified),,,,,,,,
opencompass,ERNIE 5.0,Ernie,,,closed,89.5,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/baidu/ernie-5.0/knowledge/33f78697,OpenCompass Leaderboard,leaderboard,OpenCompass,Baidu,baidu/ernie-5.0,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,False,api,api (unspecified),,,,,,,,
opencompass,ERNIE 5.0,Ernie,,,closed,43.9,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/baidu/ernie-5.0/reasoning/33c1cb14,OpenCompass Leaderboard,leaderboard,OpenCompass,Baidu,baidu/ernie-5.0,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,False,api,api (unspecified),,,,,,,,
opencompass,ERNIE 5.0,Ernie,,,closed,59.2,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/baidu/ernie-5.0/math/b215a0a2,OpenCompass Leaderboard,leaderboard,OpenCompass,Baidu,baidu/ernie-5.0,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,False,api,api (unspecified),,,,,,,,
opencompass,ERNIE 5.0,Ernie,,,closed,50.4,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/baidu/ernie-5.0/code/48ea586d,OpenCompass Leaderboard,leaderboard,OpenCompass,Baidu,baidu/ernie-5.0,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,False,api,api (unspecified),,,,,,,,
opencompass,ERNIE 5.0,Ernie,,,closed,66.9,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/baidu/ernie-5.0/tool_using/7f700061,OpenCompass Leaderboard,leaderboard,OpenCompass,Baidu,baidu/ernie-5.0,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,False,api,api (unspecified),,,,,,,,
opencompass,Qwen3 235B A22B,Qwen 3,235.0,235.0,open,64.9,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/alibaba/qwen3-235b-a22b-thinking-2507/average_score/8e315ef8,OpenCompass Leaderboard,leaderboard,OpenCompass,Alibaba Cloud,alibaba/qwen3-235b-a22b-thinking-2507,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,True,,,,,,,,,,
opencompass,Qwen3 235B A22B,Qwen 3,235.0,235.0,open,84.7,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/alibaba/qwen3-235b-a22b-thinking-2507/language/0f8194db,OpenCompass Leaderboard,leaderboard,OpenCompass,Alibaba Cloud,alibaba/qwen3-235b-a22b-thinking-2507,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,True,,,,,,,,,,
opencompass,Qwen3 235B A22B,Qwen 3,235.0,235.0,open,90.3,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/alibaba/qwen3-235b-a22b-thinking-2507/knowledge/0a041c0d,OpenCompass Leaderboard,leaderboard,OpenCompass,Alibaba Cloud,alibaba/qwen3-235b-a22b-thinking-2507,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,True,,,,,,,,,,
opencompass,Qwen3 235B A22B,Qwen 3,235.0,235.0,open,44.4,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/alibaba/qwen3-235b-a22b-thinking-2507/reasoning/5102a4d2,OpenCompass Leaderboard,leaderboard,OpenCompass,Alibaba Cloud,alibaba/qwen3-235b-a22b-thinking-2507,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,True,,,,,,,,,,
opencompass,Qwen3 235B A22B,Qwen 3,235.0,235.0,open,67.1,accuracy,default,,zh/en,https://rank.opencompass.org.cn/leaderboard-llm,2025.0,OpenCompassBench 26-01,opencompass/alibaba/qwen3-235b-a22b-thinking-2507/math/62621df9,OpenCompass Leaderboard,leaderboard,OpenCompass,Alibaba Cloud,alibaba/qwen3-235b-a22b-thinking-2507,https://huggingface.co/datasets/opencompass/opencompass,test,,False,continuous,0.0,100.0,True,,,,,,,,,,
